step,loss,lr
766,0.04482362,0.0000994361
767,0.04729324,0.0000994346
768,0.03395462,0.0000994332
769,0.08917458,0.0000994317
770,0.12524140,0.0000994302
771,0.18340734,0.0000994287
772,0.11371641,0.0000994272
773,0.04094181,0.0000994258
774,0.09545204,0.0000994243
775,0.04423132,0.0000994228
776,0.03904967,0.0000994213
777,0.07727149,0.0000994198
778,0.05559980,0.0000994183
779,0.06135666,0.0000994168
780,0.07026037,0.0000994153
781,0.07106069,0.0000994138
782,0.10013923,0.0000994123
783,0.05452209,0.0000994108
784,0.04741936,0.0000994093
785,0.05449068,0.0000994078
786,0.05228039,0.0000994063
787,0.11598602,0.0000994048
788,0.15128659,0.0000994033
789,0.03010470,0.0000994018
790,0.08975179,0.0000994003
791,0.03969548,0.0000993988
792,0.03943023,0.0000993972
793,0.04600562,0.0000993957
794,0.04577443,0.0000993942
795,0.06143624,0.0000993927
796,0.02531448,0.0000993912
797,0.03938629,0.0000993896
798,0.09594521,0.0000993881
799,0.10296997,0.0000993866
800,0.04905495,0.0000993850
801,0.05615132,0.0000993835
802,0.09946521,0.0000993820
803,0.07754555,0.0000993804
804,0.05259421,0.0000993789
805,0.06077541,0.0000993773
806,0.06756042,0.0000993758
807,0.05537320,0.0000993742
808,0.24464168,0.0000993727
809,0.05212916,0.0000993711
810,0.05493858,0.0000993696
811,0.05822827,0.0000993680
812,0.05722293,0.0000993665
813,0.03881878,0.0000993649
814,0.05508291,0.0000993634
815,0.04012318,0.0000993618
816,0.06025322,0.0000993602
817,0.10617305,0.0000993587
818,0.04753660,0.0000993571
819,0.02911346,0.0000993555
820,0.05130924,0.0000993540
821,0.03899250,0.0000993524
822,0.05041410,0.0000993508
823,0.11002021,0.0000993492
824,0.13456056,0.0000993477
825,0.05945663,0.0000993461
826,0.07397085,0.0000993445
827,0.33299026,0.0000993429
828,0.03957929,0.0000993413
829,0.18222350,0.0000993397
830,0.08847621,0.0000993381
831,0.08947104,0.0000993366
832,0.04972083,0.0000993350
833,0.04376039,0.0000993334
834,0.04493879,0.0000993318
835,0.08314154,0.0000993302
836,0.02847552,0.0000993286
837,0.12279676,0.0000993270
838,0.09550586,0.0000993254
839,0.07048311,0.0000993238
840,0.20081955,0.0000993221
841,0.03899030,0.0000993205
842,0.05499921,0.0000993189
843,0.06244697,0.0000993173
844,0.04249827,0.0000993157
845,0.06684569,0.0000993141
846,0.09302554,0.0000993124
847,0.07093707,0.0000993108
848,0.07120959,0.0000993092
849,0.04192793,0.0000993076
850,0.03518426,0.0000993059
851,0.05808649,0.0000993043
852,0.03646156,0.0000993027
853,0.05197291,0.0000993010
854,0.10210186,0.0000992994
855,0.05955845,0.0000992978
856,0.03295336,0.0000992961
857,0.03369451,0.0000992945
858,0.08673789,0.0000992928
859,0.05417288,0.0000992912
860,0.05201271,0.0000992896
861,0.03259457,0.0000992879
862,0.06776226,0.0000992863
863,0.06682719,0.0000992846
864,0.05215599,0.0000992829
865,0.05733289,0.0000992813
866,0.05644200,0.0000992796
867,0.02912170,0.0000992780
868,0.04323383,0.0000992763
869,0.05098457,0.0000992746
870,0.04338733,0.0000992730
871,0.08552244,0.0000992713
872,0.04533087,0.0000992696
873,0.09489280,0.0000992680
874,0.05473613,0.0000992663
875,0.06962768,0.0000992646
876,0.04854420,0.0000992629
877,0.07036544,0.0000992613
878,0.04301612,0.0000992596
879,0.15993500,0.0000992579
880,0.10541002,0.0000992562
881,0.12845227,0.0000992545
882,0.12113578,0.0000992528
883,0.05045405,0.0000992511
884,0.18491344,0.0000992495
885,0.08233092,0.0000992478
886,0.06528351,0.0000992461
887,0.06124917,0.0000992444
888,0.05570903,0.0000992427
889,0.19157918,0.0000992410
890,0.04634775,0.0000992393
891,0.05109729,0.0000992375
892,0.05971826,0.0000992358
893,0.05534354,0.0000992341
894,0.04521293,0.0000992324
895,0.11513275,0.0000992307
896,0.06293593,0.0000992290
897,0.06120407,0.0000992273
898,0.07969645,0.0000992256
899,0.06010712,0.0000992238
900,0.05012483,0.0000992221
901,0.11576556,0.0000992204
902,0.03802041,0.0000992187
903,0.07316303,0.0000992169
904,0.02874078,0.0000992152
905,0.04087552,0.0000992135
906,0.03653441,0.0000992117
907,0.14137164,0.0000992100
908,0.03915894,0.0000992083
909,0.05704574,0.0000992065
910,0.08560594,0.0000992048
911,0.06704774,0.0000992030
912,0.08537428,0.0000992013
913,0.09602197,0.0000991995
914,0.06351579,0.0000991978
915,0.09277485,0.0000991960
916,0.06635773,0.0000991943
917,0.04127302,0.0000991925
918,0.15611388,0.0000991908
919,0.08468572,0.0000991890
920,0.04027740,0.0000991872
921,0.04501367,0.0000991855
922,0.09569450,0.0000991837
923,0.04131070,0.0000991820
924,0.07884390,0.0000991802
925,0.04270741,0.0000991784
926,0.03308026,0.0000991766
927,0.09564969,0.0000991749
928,0.03731123,0.0000991731
929,0.04245113,0.0000991713
930,0.07967462,0.0000991695
